event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount
E000559,U010,2026-03-09T13:34:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000560,U016,2026-03-09T13:54:00,transaction,,0,0,DEV-008,0,0,,BEN-023,0,2617.48
E000561,U008,2026-03-09T14:04:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000562,U005,2026-03-09T14:17:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000563,U003,2026-03-09T14:37:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000564,U020,2026-03-09T14:58:00,file_access,RES-036,0,17,DEV-038,0,0,,,0,0.0
E000565,U010,2026-03-09T15:03:00,file_access,RES-056,0,1,DEV-017,0,0,,,0,0.0
E000566,U010,2026-03-09T15:15:00,transaction,,0,0,DEV-017,0,0,,BEN-011,0,265.64
E000567,U005,2026-03-09T15:17:00,file_access,RES-053,0,19,DEV-024,0,0,,,0,0.0
E000568,U010,2026-03-09T15:21:00,file_access,RES-012,0,4,DEV-017,0,0,,,0,0.0
E000569,U008,2026-03-09T15:28:00,file_access,RES-045,0,13,DEV-036,0,0,,,0,0.0
E000570,U005,2026-03-09T15:29:00,transaction,,0,0,DEV-024,0,0,,BEN-029,0,70.97
E000571,U020,2026-03-09T15:34:00,transaction,,0,0,DEV-038,0,0,,BEN-017,0,409.38
E000572,U003,2026-03-09T15:38:00,file_access,RES-029,0,7,DEV-018,0,0,,,0,0.0
E000573,U008,2026-03-09T15:38:00,transaction,,0,0,DEV-036,0,0,,BEN-013,0,874.64
E000574,U003,2026-03-09T15:47:00,file_access,RES-031,0,6,DEV-018,0,0,,,0,0.0
E000575,U008,2026-03-09T15:49:00,file_access,RES-017,0,11,DEV-036,0,0,,,0,0.0
E000576,U003,2026-03-09T15:59:00,transaction,,0,0,DEV-018,0,0,,BEN-011,0,230.2
E000577,U005,2026-03-09T16:01:00,file_access,RES-031,0,15,DEV-024,0,0,,,0,0.0
E000578,U003,2026-03-09T16:05:00,file_access,RES-021,0,15,DEV-018,0,0,,,0,0.0
E000579,U005,2026-03-09T16:05:00,file_access,RES-059,0,18,DEV-024,0,0,,,0,0.0
E000580,U019,2026-03-10T00:26:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000581,U019,2026-03-10T00:35:00,file_access,RES-054,0,13,DEV-024,0,0,,,0,0.0
E000582,U019,2026-03-10T01:23:00,transaction,,0,0,DEV-024,0,0,,BEN-010,0,1051.37
E000583,U006,2026-03-10T01:43:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000584,U006,2026-03-10T02:07:00,file_access,RES-010,0,19,DEV-015,0,0,,,0,0.0
E000585,U001,2026-03-10T02:13:00,login,,0,0,DEV-039,1,0,,,0,0.0
E000586,U001,2026-03-10T02:19:00,permission_change,,0,0,DEV-039,0,1,elevated,,0,0.0
E000587,U013,2026-03-10T02:25:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000588,U001,2026-03-10T02:27:00,file_access,RES-002,1,616,DEV-039,0,0,,,0,0.0
E000589,U015,2026-03-10T02:31:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000590,U001,2026-03-10T02:34:00,beneficiary_change,,0,0,DEV-039,0,0,,BEN-002,1,0.0
E000591,U001,2026-03-10T02:41:00,transaction,,0,0,DEV-039,0,0,,BEN-002,1,10411.7
E000592,U012,2026-03-10T03:19:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000593,U013,2026-03-10T03:46:00,file_access,RES-046,0,3,DEV-001,0,0,,,0,0.0
E000594,U012,2026-03-10T04:07:00,file_access,RES-015,0,11,DEV-028,0,0,,,0,0.0
E000595,U013,2026-03-10T04:11:00,transaction,,0,0,DEV-001,0,0,,BEN-005,0,157.63
E000596,U012,2026-03-10T04:18:00,transaction,,0,0,DEV-028,0,0,,BEN-024,0,714.57
E000597,U015,2026-03-10T04:18:00,file_access,RES-034,0,9,DEV-013,0,0,,,0,0.0
E000598,U015,2026-03-10T04:18:00,file_access,RES-006,1,14,DEV-013,0,0,,,0,0.0
E000599,U012,2026-03-10T04:29:00,file_access,RES-041,0,4,DEV-028,0,0,,,0,0.0
E000600,U012,2026-03-10T05:03:00,file_access,RES-011,0,3,DEV-028,0,0,,,0,0.0
E000601,U015,2026-03-10T05:15:00,transaction,,0,0,DEV-013,0,0,,BEN-027,0,246.34
E000602,U004,2026-03-10T07:51:00,login,,0,0,DEV-003,0,0,,,0,0.0
E000603,U002,2026-03-10T07:59:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000604,U001,2026-03-10T08:03:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000605,U004,2026-03-10T08:12:00,file_access,RES-040,0,18,DEV-003,0,0,,,0,0.0
E000606,U001,2026-03-10T08:18:00,file_access,RES-055,0,6,DEV-028,0,0,,,0,0.0
E000607,U001,2026-03-10T08:28:00,file_access,RES-004,1,17,DEV-028,0,0,,,0,0.0
E000608,U001,2026-03-10T08:30:00,transaction,,0,0,DEV-028,0,0,,BEN-022,0,455.8
E000609,U016,2026-03-10T08:32:00,login,,0,0,DEV-008,0,0,,,0,0.0
E000610,U016,2026-03-10T08:52:00,file_access,RES-013,0,5,DEV-008,0,0,,,0,0.0
E000611,U007,2026-03-10T09:00:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000612,U009,2026-03-10T09:04:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000613,U001,2026-03-10T09:09:00,file_access,RES-033,0,17,DEV-028,0,0,,,0,0.0
E000614,U018,2026-03-10T09:09:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000615,U018,2026-03-10T09:16:00,file_access,RES-029,0,11,DEV-039,0,0,,,0,0.0
E000616,U004,2026-03-10T09:28:00,file_access,RES-011,0,15,DEV-003,0,0,,,0,0.0
E000617,U011,2026-03-10T09:35:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000618,U004,2026-03-10T09:41:00,transaction,,0,0,DEV-003,0,0,,BEN-019,0,1368.01
E000619,U018,2026-03-10T09:45:00,file_access,RES-003,1,19,DEV-039,0,0,,,0,0.0
E000620,U011,2026-03-10T09:54:00,file_access,RES-049,0,9,DEV-009,0,0,,,0,0.0
E000621,U007,2026-03-10T09:57:00,file_access,RES-004,1,7,DEV-005,0,0,,,0,0.0
E000622,U002,2026-03-10T09:59:00,file_access,RES-023,0,7,DEV-015,0,0,,,0,0.0
E000623,U014,2026-03-10T09:59:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000624,U007,2026-03-10T10:11:00,file_access,RES-024,0,20,DEV-005,0,0,,,0,0.0
E000625,U017,2026-03-10T10:23:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000626,U018,2026-03-10T10:43:00,file_access,RES-008,1,7,DEV-039,0,0,,,0,0.0
E000627,U014,2026-03-10T10:44:00,transaction,,0,0,DEV-017,0,0,,BEN-002,0,89.98
E000628,U009,2026-03-10T10:45:00,file_access,RES-015,0,13,DEV-014,0,0,,,0,0.0
E000629,U017,2026-03-10T10:45:00,transaction,,0,0,DEV-032,0,0,,BEN-010,0,407.88
E000630,U016,2026-03-10T10:48:00,transaction,,0,0,DEV-008,0,0,,BEN-001,0,2420.63
E000631,U011,2026-03-10T10:53:00,file_access,RES-015,0,14,DEV-009,0,0,,,0,0.0
E000632,U007,2026-03-10T10:56:00,file_access,RES-035,0,15,DEV-005,0,0,,,0,0.0
E000633,U017,2026-03-10T10:58:00,file_access,RES-030,0,4,DEV-032,0,0,,,0,0.0
E000634,U002,2026-03-10T10:59:00,transaction,,0,0,DEV-015,0,0,,BEN-029,0,485.06
E000635,U017,2026-03-10T11:02:00,file_access,RES-029,0,8,DEV-032,0,0,,,0,0.0
E000636,U018,2026-03-10T11:04:00,transaction,,0,0,DEV-039,0,0,,BEN-023,0,332.12
E000637,U017,2026-03-10T11:39:00,file_access,RES-007,1,11,DEV-032,0,0,,,0,0.0
E000638,U007,2026-03-10T11:50:00,transaction,,0,0,DEV-005,0,0,,BEN-009,0,91.07
E000639,U014,2026-03-10T11:51:00,file_access,RES-046,0,11,DEV-017,0,0,,,0,0.0
E000640,U010,2026-03-10T13:01:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000641,U003,2026-03-10T13:05:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000642,U008,2026-03-10T13:20:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000643,U005,2026-03-10T13:28:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000644,U010,2026-03-10T13:39:00,file_access,RES-004,1,5,DEV-017,0,0,,,0,0.0
E000645,U003,2026-03-10T13:52:00,transaction,,0,0,DEV-018,0,0,,BEN-016,0,457.82
E000646,U020,2026-03-10T14:28:00,login,,0,0,DEV-038,0,0,,,0,0.0
E000647,U003,2026-03-10T14:36:00,file_access,RES-020,0,8,DEV-018,0,0,,,0,0.0
E000648,U008,2026-03-10T14:43:00,transaction,,0,0,DEV-036,0,0,,BEN-014,0,960.47
E000649,U008,2026-03-10T14:44:00,file_access,RES-005,1,8,DEV-036,0,0,,,0,0.0
E000650,U008,2026-03-10T14:56:00,file_access,RES-057,0,16,DEV-036,0,0,,,0,0.0
E000651,U005,2026-03-10T15:09:00,file_access,RES-030,0,19,DEV-024,0,0,,,0,0.0
E000652,U005,2026-03-10T15:15:00,transaction,,0,0,DEV-024,0,0,,BEN-011,0,0
E000653,U008,2026-03-10T15:16:00,file_access,RES-035,0,2,DEV-036,0,0,,,0,0.0
E000654,U010,2026-03-10T15:25:00,transaction,,0,0,DEV-017,0,0,,BEN-015,0,299.17
E000655,U020,2026-03-10T16:00:00,file_access,RES-014,0,19,DEV-038,0,0,,,0,0.0
E000656,U020,2026-03-10T16:48:00,transaction,,0,0,DEV-038,0,0,,BEN-005,0,360.99
E000657,U013,2026-03-11T01:42:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000658,U019,2026-03-11T01:56:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000659,U013,2026-03-11T01:58:00,file_access,RES-042,0,14,DEV-001,0,0,,,0,0.0
E000660,U019,2026-03-11T02:02:00,file_access,RES-020,0,19,DEV-024,0,0,,,0,0.0
E000661,U006,2026-03-11T02:05:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000662,U015,2026-03-11T02:06:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000663,U002,2026-03-11T02:13:00,login,,0,0,DEV-005,1,0,,,0,0.0
E000664,U002,2026-03-11T02:19:00,permission_change,,0,0,DEV-005,0,1,elevated,,0,0.0
E000665,U006,2026-03-11T02:25:00,file_access,RES-036,0,14,DEV-015,0,0,,,0,0.0
E000666,U002,2026-03-11T02:27:00,file_access,RES-009,1,878,DEV-005,0,0,,,0,0.0
E000667,U002,2026-03-11T02:34:00,beneficiary_change,,0,0,DEV-005,0,0,,BEN-002,1,0.0
E000668,U013,2026-03-11T02:38:00,transaction,,0,0,DEV-001,0,0,,BEN-025,0,354.33
E000669,U002,2026-03-11T02:41:00,transaction,,0,0,DEV-005,0,0,,BEN-002,1,14259.53
E000670,U012,2026-03-11T02:52:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000671,U013,2026-03-11T02:52:00,file_access,RES-024,0,1,DEV-001,0,0,,,0,0.0
E000672,U015,2026-03-11T02:52:00,file_access,RES-043,0,10,DEV-013,0,0,,,0,0.0
E000673,U012,2026-03-11T03:10:00,file_access,RES-010,0,9,DEV-028,0,0,,,0,0.0
E000674,U012,2026-03-11T03:22:00,file_access,RES-012,0,20,DEV-028,0,0,,,0,0.0
E000675,U019,2026-03-11T03:31:00,transaction,,0,0,DEV-024,0,0,,BEN-018,0,150.92
E000676,U013,2026-03-11T03:33:00,file_access,RES-048,0,17,DEV-001,0,0,,,0,0.0
E000677,U012,2026-03-11T04:41:00,file_access,RES-010,0,8,DEV-028,0,0,,,0,0.0
E000678,U015,2026-03-11T04:50:00,transaction,,0,0,DEV-013,0,0,,BEN-023,0,573.04
E000679,U012,2026-03-11T05:49:00,transaction,,0,0,DEV-028,0,0,,BEN-021,0,1096.91
E000680,U001,2026-03-11T06:36:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000681,U001,2026-03-11T07:55:00,file_access,RES-039,0,2,DEV-028,0,0,,,0,0.0
E000682,U009,2026-03-11T08:00:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000683,U016,2026-03-11T08:35:00,login,,0,0,DEV-008,0,0,,,0,0.0
E000684,U002,2026-03-11T08:39:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000685,U009,2026-03-11T08:52:00,file_access,RES-044,0,9,DEV-014,0,0,,,0,0.0
E000686,U002,2026-03-11T09:03:00,file_access,RES-016,0,6,DEV-015,0,0,,,0,0.0
E000687,U009,2026-03-11T09:13:00,file_access,RES-008,1,15,DEV-014,0,0,,,0,0.0
E000688,U018,2026-03-11T09:30:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000689,U011,2026-03-11T09:41:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000690,U011,2026-03-11T09:49:00,file_access,RES-039,0,9,DEV-009,0,0,,,0,0.0
E000691,U011,2026-03-11T09:49:00,file_access,RES-012,0,9,DEV-009,0,0,,,0,0.0
E000692,U016,2026-03-11T09:58:00,file_access,RES-057,0,3,DEV-008,0,0,,,0,0.0
E000693,U007,2026-03-11T09:59:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000694,U004,2026-03-11T10:08:00,login,,0,0,DEV-003,0,0,,,0,0.0
E000695,U014,2026-03-11T10:08:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000696,U014,2026-03-11T10:13:00,file_access,RES-058,0,3,DEV-017,0,0,,,0,0.0
E000697,U002,2026-03-11T10:14:00,transaction,,0,0,DEV-015,0,0,,BEN-022,0,157.18
E000698,U014,2026-03-11T10:15:00,file_access,RES-017,0,7,DEV-017,0,0,,,0,0.0
E000699,U018,2026-03-11T10:16:00,file_access,RES-043,0,16,DEV-039,0,0,,,0,0.0
E000700,U007,2026-03-11T10:19:00,file_access,RES-002,1,20,DEV-005,0,0,,,0,0.0
E000701,U002,2026-03-11T10:26:00,file_access,RES-052,0,6,DEV-015,0,0,,,0,0.0
E000702,U016,2026-03-11T10:26:00,transaction,,0,0,DEV-008,0,0,,BEN-023,0,2643.93
E000703,U002,2026-03-11T10:36:00,file_access,RES-027,0,1,DEV-015,0,0,,,0,0.0
E000704,U004,2026-03-11T10:36:00,file_access,RES-004,1,9,DEV-003,0,0,,,0,0.0
E000705,U018,2026-03-11T10:41:00,file_access,RES-014,0,18,DEV-039,0,0,,,0,0.0
E000706,U009,2026-03-11T10:53:00,transaction,,0,0,DEV-014,0,0,,BEN-012,0,227.93
E000707,U017,2026-03-11T10:55:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000708,U007,2026-03-11T11:00:00,file_access,RES-057,0,16,DEV-005,0,0,,,0,0.0
E000709,U018,2026-03-11T11:00:00,transaction,,0,0,DEV-039,0,0,,BEN-006,0,471.73
E000710,U004,2026-03-11T11:01:00,file_access,RES-021,0,7,DEV-003,0,0,,,0,0.0
E000711,U018,2026-03-11T11:08:00,file_access,RES-004,1,5,DEV-039,0,0,,,0,0.0
E000712,U014,2026-03-11T11:13:00,file_access,RES-029,0,20,DEV-017,0,0,,,0,0.0
E000713,U011,2026-03-11T11:15:00,file_access,RES-049,0,10,DEV-009,0,0,,,0,0.0
E000714,U004,2026-03-11T11:44:00,transaction,,0,0,DEV-003,0,0,,BEN-025,0,1246.57
E000715,U014,2026-03-11T12:38:00,transaction,,0,0,DEV-017,0,0,,BEN-024,0,0
E000716,U017,2026-03-11T12:44:00,file_access,RES-021,0,19,DEV-032,0,0,,,0,0.0
E000717,U008,2026-03-11T13:06:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000718,U007,2026-03-11T13:10:00,transaction,,0,0,DEV-005,0,0,,BEN-018,0,373.64
E000719,U008,2026-03-11T13:30:00,transaction,,0,0,DEV-036,0,0,,BEN-005,0,609.84
E000720,U008,2026-03-11T14:07:00,file_access,RES-011,0,10,DEV-036,0,0,,,0,0.0
E000721,U005,2026-03-11T14:11:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000722,U020,2026-03-11T14:32:00,login,,0,0,DEV-038,0,0,,,0,0.0
E000723,U003,2026-03-11T14:39:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000724,U008,2026-03-11T14:41:00,file_access,RES-056,0,4,DEV-036,0,0,,,0,0.0
E000725,U005,2026-03-11T14:43:00,file_access,RES-023,0,9,DEV-024,0,0,,,0,0.0
E000726,U010,2026-03-11T14:49:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000727,U005,2026-03-11T14:59:00,file_access,RES-018,0,20,DEV-024,0,0,,,0,0.0
E000728,U008,2026-03-11T15:06:00,file_access,RES-002,1,2,DEV-036,0,0,,,0,0.0
E000729,U005,2026-03-11T15:31:00,transaction,,0,0,DEV-024,0,0,,BEN-007,0,0
E000730,U020,2026-03-11T15:35:00,file_access,RES-037,0,2,DEV-038,0,0,,,0,0.0
E000731,U003,2026-03-11T15:42:00,file_access,RES-027,0,19,DEV-018,0,0,,,0,0.0
E000732,U020,2026-03-11T15:48:00,file_access,RES-030,0,10,DEV-038,0,0,,,0,0.0
E000733,U010,2026-03-11T15:51:00,file_access,RES-033,0,8,DEV-017,0,0,,,0,0.0
E000734,U010,2026-03-11T15:59:00,file_access,RES-038,0,4,DEV-017,0,0,,,0,0.0
E000735,U020,2026-03-11T16:23:00,transaction,,0,0,DEV-038,0,0,,BEN-007,0,379.15
E000736,U003,2026-03-11T17:47:00,transaction,,0,0,DEV-018,0,0,,BEN-005,0,299.63
