event_id,user_id,timestamp,event_type,m13_risk_score,m13_risk_level,m13_attack_prediction,m13_detection_confidence,m14_attack_stage,m14_suspicious_event,m14_campaign_id,campaign_event_count,campaign_users,campaign_stages,campaign_duration_minutes,campaign_progression_score,campaign_risk_score,campaign_risk_level,campaign_confidence,attack_chain_detected,m14_final_risk_score,m14_final_risk_level,m14_campaign_explanation,m14_recommended_action
E000089,U019,,file_access,2.0,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.0,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000521,U015,,file_access,1.91,LOW,0,0.25,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.91,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000170,U012,,file_access,1.83,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000608,U001,,transaction,1.81,LOW,0,0.12,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.81,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000380,U012,,file_access,1.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000374,U013,,file_access,1.8,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.8,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000221,U005,,transaction,1.77,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.77,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000599,U012,,file_access,1.65,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.65,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000674,U012,,file_access,1.65,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.65,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000362,U005,,transaction,1.64,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.64,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000513,U006,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000151,U010,,transaction,1.62,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000167,U012,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000011,U019,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000163,U019,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000660,U019,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000581,U019,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000449,U015,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000091,U012,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000376,U015,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000004,U015,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000460,U002,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000671,U013,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000529,U007,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000081,U013,,file_access,1.62,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000570,U005,,transaction,1.55,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.55,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000082,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000158,U019,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000369,U019,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000314,U002,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000006,U015,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000165,U015,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000522,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000159,U013,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000236,U013,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000441,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000371,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000172,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000439,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000237,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000718,U007,,transaction,1.54,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000233,U013,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000168,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000238,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000673,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000665,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000584,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000659,U013,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000373,U013,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000454,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000009,U012,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000077,U006,,file_access,1.54,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000012,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000307,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000076,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000239,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000681,U001,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000234,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000013,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000593,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000092,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000676,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000309,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000231,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000445,U013,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000379,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000090,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000594,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000235,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000008,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000444,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000306,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000171,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000301,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000242,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000232,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000085,U006,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000677,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000600,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000453,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000311,U015,,transaction,1.5,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000230,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000305,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000080,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000597,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000448,U015,,transaction,1.5,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000524,U012,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000672,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000516,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000519,U015,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000446,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000010,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000087,U019,,file_access,1.5,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000287,U003,,transaction,1.48,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.48,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000273,U007,,transaction,1.46,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.46,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000131,U014,,transaction,1.43,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.43,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000566,U010,,transaction,1.39,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.39,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000027,U001,,transaction,1.38,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.38,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000323,U002,,transaction,1.37,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.37,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000627,U014,,transaction,1.36,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.36,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000697,U002,,transaction,1.35,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.35,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000060,U003,,transaction,1.33,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000654,U010,,transaction,1.33,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000414,U009,,transaction,1.32,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.32,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000618,U004,,transaction,1.32,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.32,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000280,U020,,transaction,1.26,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.26,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000270,U016,,transaction,1.25,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.25,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000363,U003,,transaction,1.24,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.24,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000497,U003,,transaction,1.24,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.24,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000272,U014,,transaction,1.24,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.24,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000332,U018,,transaction,1.23,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.23,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000061,U008,,transaction,1.23,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.23,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000645,U003,,transaction,1.22,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.22,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000071,U020,,transaction,1.22,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.22,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000403,U007,,file_access,1.21,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.21,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000709,U018,,transaction,1.19,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.19,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000364,U020,,transaction,1.19,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.19,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000507,U020,,transaction,1.18,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.18,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000571,U020,,transaction,1.18,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,1.18,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
